iso3,country,region,income_2022,best_four_pathway_screen,best_four_pathway_benefit_tco2e,mitigation_potential_score,best_pathway_readiness_score,opportunity_readiness_class,readiness_general_score,readiness_prevention_score,readiness_composting_score,readiness_ad_electricity_score,readiness_bio_cng_score,readiness_collection_score,readiness_income_score,readiness_gdp_score,readiness_urban_score,readiness_existing_biological_score,readiness_existing_recovery_score,readiness_data_completeness_score
BGD,Bangladesh,S. Asia,LMIC,Prevention,2100472.5002956856,0.8673050069749466,0.6588489107297351,Immediate priority,0.5265467321892052,0.6588489107297351,0.4814374490874467,0.4168662329192479,0.44799619218920517,0.7701,0.45,0.25698386459623934,0.15564979634978665,0.0,0.0572473,1.0
VEN,"Venezuela, RB",L. Amer. & the Caribbean,UMC (2019),Prevention,1868777.161323446,0.8528996678767579,0.7682196094514623,Immediate priority,0.6796588283543866,0.7682196094514623,0.5897107349109454,0.34509024042563047,0.5296588283543867,0.561,0.75,0.28945120212815223,0.9228429396437813,0.0,0.0,0.875
GTM,Guatemala,L. Amer. & the Caribbean,UMIC,Prevention,1712701.6450317488,0.8421506656727251,0.7330316791631867,Immediate priority,0.57409503748956,0.7330316791631867,0.429027076071755,0.330073376632156,0.42409503748956007,0.371,0.75,0.4043668831607801,0.47010830428702,0.0,0.0,0.875
MMR,Myanmar,E. Asia & Pacific,LMIC,AD-bio-CNG,1680834.3331866006,0.8398357970490514,0.4195675833594571,Strategic build-out,0.4729009166927904,0.5993003055642635,0.4606203191931266,0.39207132800495564,0.4195675833594571,0.83,0.45,0.07202330669144517,0.13748127677250666,0.0,0.18333333333333335,0.875
YEM,"Yemen, Rep.",Mid. East & N. Africa,LIC,Prevention,1567732.5351432888,0.8312501332770891,0.397469590034255,Strategic build-out,0.317408770102765,0.397469590034255,0.254908770102765,0.2005,0.254908770102765,0.177,0.25,,0.21763508041105997,0.0,0.0,0.625
ETH,Ethiopia,Sub-Saharan Africa,LIC,Prevention,1397566.808790034,0.8170888839471673,0.4315175428161997,Strategic build-out,0.29455262844859914,0.4315175428161997,0.2966225624084473,0.25603963252072454,0.2633376824474824,0.4,0.25,0.03627289260920643,0.03649024963378935,0.0,0.09392526999441633,0.75
FRA,France,Eur. & Cent. Asia,HIC,AD-bio-CNG,1389796.0552406055,0.8164016709562202,0.8293007262299144,Immediate priority,0.8447990962603285,0.8649330320867762,0.8150638919502153,0.8613706977770053,0.8293007262299144,,1.0,0.8457404902101725,0.7834558948311413,0.9117357810195049,0.9380065198783435,0.75
LBY,Libya,Mid. East & N. Africa,UMIC,Prevention,1233693.8244010091,0.801717019329384,0.6840044455681525,Immediate priority,0.6770133367044576,0.6840044455681525,0.5098827060416826,0.26335130717319566,0.4895133367044576,,0.75,0.42840522869278264,0.904648118125048,0.0,0.0,0.625
SDN,Sudan,Sub-Saharan Africa,LIC,Prevention,1197924.516656559,0.798090691502634,0.43841844378838607,Strategic build-out,0.3152553313651582,0.43841844378838607,0.319069950684362,0.22599937081766858,0.2652553313651582,0.33,0.25,0.04999685408834303,0.19627980273744802,0.0,0.0,0.75
CUB,Cuba,L. Amer. & the Caribbean,UMIC,Prevention,1192984.5224486543,0.7975813786761158,0.7006173400878907,Immediate priority,0.726852020263672,0.7006173400878907,0.539352020263672,0.38309389506875713,0.5734459153324292,0.771,0.75,,0.761408081054688,0.0,0.13637558027502852,0.625
ROU,Romania,Eur. & Cent. Asia,HIC,Prevention,1190272.4523961886,0.7973008670746271,0.8344050317434958,Immediate priority,0.7532150952304872,0.8344050317434958,0.600235151140864,0.5726666901040179,0.6044971465125385,0.9524,1.0,0.6348290328494064,0.42884644330302935,0.2696941612604265,0.25641025641025633,0.75
ITA,Italy,Eur. & Cent. Asia,HIC,Prevention,1182405.341357395,0.7964835346737906,0.8000231678682442,Immediate priority,0.7750695036047329,0.8000231678682442,0.7323402272080338,0.8366070475087396,0.7734950636137402,,1.0,0.8154916413968799,0.659786373022052,0.9122343086020496,0.9937022400360289,0.625
KHM,Cambodia,E. Asia & Pacific,LMIC,Prevention,1113836.675346542,0.7891204840453387,0.5489925848340752,Strategic build-out,0.4469777545022257,0.5489925848340752,0.4154153872912267,0.34931211133591106,0.38364442116889236,0.54,0.45,0.22322722334622186,0.27166154916490665,0.09999999999999999,0.13333333333333333,0.75
